códigoventas,fecha,códigocliente,códigoproducto,unidades,preciototal
V000007813,25/11/15,C0017,B01DZJFWNC,18.0,4295.16
V000007814,25/11/15,C0015,B016381QZA,3.0,1445.82
V000007815,25/11/15,C0018,B00F3J4B5S,6.0,2473.68
V000007816,25/11/15,C0020,B00F3J4B5S,1.0,412.28
V000007817,25/11/15,C0023,B00J0O5J4Y,2.0,804.48
V000007818,25/11/15,C0025,B01KBH547A,1.0,241.87
V000007819,25/11/15,C0026,B018IZ0SWI,2.0,774.36
V000007820,25/11/15,C0027,B00K15Q2B0,2.0,1035.92
V000007821,25/11/15,C0028,B016381QZA,3.0,1445.82
V000007822,25/11/15,C0029,B016B7INC2,3.0,731.34
V000007823,25/11/15,C0030,B016381QZA,2.0,963.88
V000007824,25/11/15,C0022,B00J0O5J4Y,2.0,804.48
V000007825,25/11/15,C0021,B00NQGP42Y,2.0,1135.72
V000007826,25/11/15,C0031,B00J0O5J4Y,3.0,1206.72
V000007827,25/11/15,C0032,B016381QZA,3.0,1445.82
V000007828,25/11/15,C0033,B018IZ0SWI,2.0,774.36
V000007829,25/11/15,C0034,B01LQV1YHO,1.0,388.14
V000007830,25/11/15,C0035,B00K15Q2B0,3.0,1553.88
V000007831,25/11/15,C0036,B00K15Q2B0,4.0,2071.84
V000007832,25/11/15,C0037,B01EYT1URO,3.0,941.0699999999999
V000007833,25/11/15,C0038,B00F3J4B5S,1.0,412.28
V000007834,25/11/15,C0039,B01EYT1URO,6.0,1882.1399999999999
V000007835,25/11/15,C0040,B00NQGP42Y,1.0,567.86
V000007836,25/11/15,C0041,B01DZJFWNC,2.0,477.24
V000007837,25/11/15,C0042,B00K15Q2B0,2.0,1035.92
V000007838,25/11/15,C0043,B00K15Q2B0,1.0,517.96
V000007839,25/11/15,C0044,B00F3J4B5S,2.0,824.56
V000007840,25/11/15,C0045,B018IZ0SWI,1.0,387.18
V000007841,25/11/15,C0046,B01DZJFWNC,1.0,238.62
V000007842,25/11/15,C0047,B018IZ0SWI,1.0,387.18
V000007843,25/11/15,C0048,B01EYT1URO,1.0,313.69
V000007844,25/11/15,C0049,B00K15Q2B0,3.0,1553.88
V000007845,26/11/15,C0050,B00K15Q2B0,1.0,517.96
V000007846,26/11/15,C0051,B01KBH547A,2.0,483.74
V000007847,26/11/15,C0052,B00NQGP42Y,3.0,1703.58
V000007848,26/11/15,C0053,B00F3J4B5S,2.0,824.56
V000007849,26/11/15,C0054,B01KBH547A,2.0,483.74
V000007850,26/11/15,C0055,B00F3J4B5S,1.0,412.28
V000007851,26/11/15,C0056,B016381QZA,2.0,963.88
V000007852,26/11/15,C0057,B00J0O5J4Y,2.0,804.48
V000007853,26/11/15,C0058,B00K15Q2B0,4.0,2071.84
V000007854,26/11/15,C0059,B00NQGP42Y,3.0,1703.58
V000007855,26/11/15,C0060,B016B7INC2,2.0,487.56
V000007856,26/11/15,C0061,B015YCRYZM,1.0,481.11
V000007857,26/11/15,C0062,B00NQGP42Y,1.0,567.86
V000007858,26/11/15,C0063,B00K15Q2B0,3.0,1553.88
V000007859,26/11/15,C0064,B01DZJFWNC,3.0,715.86
V000007860,26/11/15,C0065,B018IZ0SWI,2.0,774.36
V000007861,26/11/15,C0066,B018IZ0SWI,1.0,387.18
V000007862,26/11/15,C0067,B018IZ0SWI,1.0,387.18
V000007863,26/11/15,C0068,B00F3J4B5S,3.0,1236.84
V000007864,26/11/15,C0069,B01DZJFWNC,2.0,477.24
V000007865,26/11/15,C0070,B00F3J4B5S,1.0,412.28
V000007866,26/11/15,C0002,B01KBH547A,2.0,483.74
V000007867,26/11/15,C0012,B018IZ0SWI,2.0,774.36
V000007868,26/11/15,C0011,B00K15Q2B0,2.0,1035.92
V000007869,26/11/15,C0003,B00K15Q2B0,1.0,517.96
V000007870,26/11/15,C0019,B00NQGP42Y,2.0,1135.72
V000007871,26/11/15,C0004,B01DZJFWNC,2.0,477.24
V000007872,26/11/15,C0024,B00F3J4B5S,23.0,9482.439999999999
V000007873,26/11/15,C0007,B018IZ0SWI,2.0,774.36
V000007874,26/11/15,C0005,B018IZ0SWI,2.0,774.36
V000007875,26/11/15,C0006,B00J0O5J4Y,2.0,804.48
V000007876,26/11/15,C0009,B00J0O5J4Y,16.0,6435.84
V000007877,26/11/15,C0001,B018IZ0SWI,1.0,387.18
V000007878,26/11/15,C0008,B018IZ0SWI,4.0,1548.72
V000007879,26/11/15,C0010,B00NQGP42Y,2.0,1135.72
V000007880,26/11/15,C0013,B00J0O5J4Y,3.0,1206.72
V000007881,26/11/15,C0014,B01LQV1YHO,1.0,388.14
V000007882,26/11/15,C0016,B01KBH547A,1.0,241.87
V000007883,26/11/15,C0017,B00F3J4B5S,3.0,1236.84
V000007884,26/11/15,C0015,B00NQGP42Y,1.0,567.86
V000007885,26/11/15,C0018,B01DZJFWNC,3.0,715.86
V000007886,26/11/15,C0020,B01KBH547A,2.0,483.74
V000007887,26/11/15,C0023,B018IZ0SWI,4.0,1548.72
V000007888,26/11/15,C0025,B01EYT1URO,2.0,627.38
V000007889,26/11/15,C0026,B018IZ0SWI,13.0,5033.34
V000007890,26/11/15,C0027,B01DZJFWNC,3.0,715.86
V000007891,26/11/15,C0028,B018IZ0SWI,1.0,387.18
V000007892,26/11/15,C0029,B00NQGP42Y,2.0,1135.72
V000007893,26/11/15,C0030,B016381QZA,3.0,1445.82
V000007894,26/11/15,C0022,B00J0O5J4Y,1.0,402.24
V000007895,26/11/15,C0021,B01DZJFWNC,3.0,715.86
V000007896,26/11/15,C0031,B018IZ0SWI,1.0,387.18
V000007897,26/11/15,C0032,B016B7INC2,2.0,487.56
V000007898,26/11/15,C0033,B01EYT1URO,2.0,627.38
V000007899,26/11/15,C0034,B01EYT1URO,3.0,941.0699999999999
V000007900,26/11/15,C0035,B01KBH547A,2.0,483.74
V000007901,26/11/15,C0036,B00K15Q2B0,3.0,1553.88
V000007902,26/11/15,C0037,B00K15Q2B0,2.0,1035.92
V000007903,26/11/15,C0038,B00NQGP42Y,2.0,1135.72
V000007904,26/11/15,C0039,B016B7INC2,1.0,243.78
V000007905,27/11/15,C0040,B00F3J4B5S,2.0,824.56
V000007906,27/11/15,C0041,B016381QZA,19.0,9156.86
V000007907,27/11/15,C0042,B00F3J4B5S,2.0,824.56
V000007908,27/11/15,C0043,B00J0O5J4Y,3.0,1206.72
V000007909,27/11/15,C0044,B01LQV1YHO,1.0,388.14
V000007910,27/11/15,C0045,B00K15Q2B0,7.0,3625.7200000000003
V000007911,27/11/15,C0046,B01KBH547A,1.0,241.87
V000007912,27/11/15,C0047,B018IZ0SWI,1.0,387.18
V000007913,27/11/15,C0048,B01KBH547A,2.0,483.74
V000007914,27/11/15,C0049,B00K15Q2B0,2.0,1035.92
V000007915,27/11/15,C0050,B01DZJFWNC,1.0,238.62
V000007916,27/11/15,C0051,B015YCRYZM,3.0,1443.33
V000007917,27/11/15,C0052,B01EYT1URO,1.0,313.69
V000007918,27/11/15,C0053,B018IZ0SWI,2.0,774.36
V000007919,27/11/15,C0054,B018IZ0SWI,2.0,774.36
V000007920,27/11/15,C0055,B01DZJFWNC,3.0,715.86
V000007921,27/11/15,C0056,B018IZ0SWI,2.0,774.36
V000007922,27/11/15,C0057,B00NQGP42Y,3.0,1703.58
V000007923,27/11/15,C0058,B01DZJFWNC,3.0,715.86
V000007924,27/11/15,C0059,B01LQV1YHO,1.0,388.14
V000007925,27/11/15,C0060,B016381QZA,2.0,963.88
V000007926,27/11/15,C0061,B01KBH547A,2.0,483.74
V000007927,27/11/15,C0062,B00NQGP42Y,15.0,8517.9
V000007928,27/11/15,C0063,B00K15Q2B0,2.0,1035.92
V000007929,27/11/15,C0064,B00K15Q2B0,2.0,1035.92
V000007930,27/11/15,C0065,B01KBH547A,2.0,483.74
V000007931,27/11/15,C0066,B00K15Q2B0,3.0,1553.88
V000007932,27/11/15,C0067,B01DZJFWNC,2.0,477.24
V000007933,27/11/15,C0068,B01DZJFWNC,1.0,238.62
V000007934,27/11/15,C0069,B00NQGP42Y,4.0,2271.44
V000007935,27/11/15,C0070,B01KBH547A,3.0,725.61
V000007936,27/11/15,C0002,B00K15Q2B0,3.0,1553.88
V000007937,27/11/15,C0012,B00F3J4B5S,2.0,824.56
V000007938,27/11/15,C0011,B01LQV1YHO,2.0,776.28
V000007939,27/11/15,C0003,B00NQGP42Y,1.0,567.86
V000007940,27/11/15,C0019,B00F3J4B5S,3.0,1236.84
V000007941,27/11/15,C0004,B00K15Q2B0,1.0,517.96
V000007942,27/11/15,C0024,B015YCRYZM,2.0,962.22
V000007943,27/11/15,C0007,B015YCRYZM,1.0,481.11
V000007944,27/11/15,C0005,B01EYT1URO,2.0,627.38
V000007945,27/11/15,C0006,B00NQGP42Y,1.0,567.86
V000007946,27/11/15,C0009,B01EYT1URO,3.0,941.0699999999999
V000007947,27/11/15,C0001,B00F3J4B5S,4.0,1649.12
V000007948,27/11/15,C0008,B015YCRYZM,21.0,10103.31
V000007949,27/11/15,C0010,B01KBH547A,3.0,725.61
V000007950,27/11/15,C0013,B018IZ0SWI,3.0,1161.54
V000007951,27/11/15,C0014,B00F3J4B5S,3.0,1236.84
V000007952,27/11/15,C0016,B018IZ0SWI,1.0,387.18
V000007953,27/11/15,C0017,B016B7INC2,1.0,243.78
V000007954,27/11/15,C0015,B00NQGP42Y,2.0,1135.72
V000007955,27/11/15,C0018,B018IZ0SWI,3.0,1161.54
V000007956,27/11/15,C0020,B018IZ0SWI,2.0,774.36
V000007957,27/11/15,C0023,B016B7INC2,2.0,487.56
V000007958,27/11/15,C0025,B01EYT1URO,2.0,627.38
V000007959,27/11/15,C0026,B015YCRYZM,3.0,1443.33
V000007960,27/11/15,C0027,B00NQGP42Y,3.0,1703.58
V000007961,27/11/15,C0028,B00J0O5J4Y,3.0,1206.72
V000007962,27/11/15,C0029,B018IZ0SWI,2.0,774.36
V000007963,27/11/15,C0030,B018IZ0SWI,2.0,774.36
V000007964,28/11/15,C0022,B01KBH547A,3.0,725.61
V000007965,28/11/15,C0021,B00K15Q2B0,1.0,517.96
V000007966,28/11/15,C0031,B018IZ0SWI,2.0,774.36
V000007967,28/11/15,C0032,B01LQV1YHO,2.0,776.28
V000007968,28/11/15,C0033,B01DZJFWNC,4.0,954.48
V000007969,28/11/15,C0034,B018IZ0SWI,2.0,774.36
V000007970,28/11/15,C0035,B00NQGP42Y,3.0,1703.58
V000007971,28/11/15,C0036,B01LQV1YHO,2.0,776.28
V000007972,28/11/15,C0037,B00K15Q2B0,23.0,11913.080000000002
V000007973,28/11/15,C0038,B01EYT1URO,2.0,627.38
V000007974,28/11/15,C0039,B018IZ0SWI,19.0,7356.42
V000007975,28/11/15,C0040,B00K15Q2B0,7.0,3625.7200000000003
V000007976,28/11/15,C0041,B00F3J4B5S,3.0,1236.84
V000007977,28/11/15,C0042,B00NQGP42Y,1.0,567.86
V000007978,28/11/15,C0043,B00K15Q2B0,4.0,2071.84
V000007979,28/11/15,C0044,B01EYT1URO,2.0,627.38
V000007980,28/11/15,C0045,B01KBH547A,2.0,483.74
V000007981,28/11/15,C0046,B018IZ0SWI,2.0,774.36
V000007982,28/11/15,C0047,B01EYT1URO,3.0,941.0699999999999
V000007983,28/11/15,C0048,B00F3J4B5S,2.0,824.56
V000007984,28/11/15,C0049,B018IZ0SWI,1.0,387.18
V000007985,28/11/15,C0050,B018IZ0SWI,2.0,774.36
V000007986,28/11/15,C0051,B018IZ0SWI,2.0,774.36
V000007987,28/11/15,C0052,B01KBH547A,2.0,483.74
V000007988,28/11/15,C0053,B018IZ0SWI,1.0,387.18
V000007989,28/11/15,C0054,B01KBH547A,3.0,725.61
V000007990,28/11/15,C0055,B016381QZA,3.0,1445.82
V000007991,28/11/15,C0056,B00F3J4B5S,1.0,412.28
V000007992,28/11/15,C0057,B018IZ0SWI,2.0,774.36
V000007993,28/11/15,C0058,B01LQV1YHO,3.0,1164.42
V000007994,28/11/15,C0059,B00F3J4B5S,3.0,1236.84
V000007995,28/11/15,C0060,B01DZJFWNC,3.0,715.86
V000007996,28/11/15,C0061,B018IZ0SWI,3.0,1161.54
V000007997,28/11/15,C0062,B01KBH547A,2.0,483.74
V000007998,28/11/15,C0063,B01EYT1URO,3.0,941.0699999999999
V000007999,28/11/15,C0064,B00NQGP42Y,4.0,2271.44
V000008000,28/11/15,C0065,B018IZ0SWI,2.0,774.36
V000008001,28/11/15,C0066,B01LQV1YHO,3.0,1164.42
V000008002,28/11/15,C0067,B00F3J4B5S,2.0,824.56
V000008003,28/11/15,C0068,B01KBH547A,3.0,725.61
V000008004,28/11/15,C0069,B00K15Q2B0,2.0,1035.92
V000008005,28/11/15,C0070,B016381QZA,1.0,481.94
V000008006,28/11/15,C0002,B016381QZA,13.0,6265.22
V000008007,28/11/15,C0012,B01LQV1YHO,3.0,1164.42
V000008008,28/11/15,C0011,B01LQV1YHO,2.0,776.28
V000008009,28/11/15,C0003,B018IZ0SWI,3.0,1161.54
V000008010,28/11/15,C0019,B00NQGP42Y,2.0,1135.72
V000008011,28/11/15,C0004,B018IZ0SWI,4.0,1548.72
V000008012,28/11/15,C0024,B01KBH547A,3.0,725.61
V000008013,28/11/15,C0007,B01DZJFWNC,3.0,715.86
V000008014,28/11/15,C0005,B00NQGP42Y,1.0,567.86
V000008015,28/11/15,C0006,B00F3J4B5S,1.0,412.28
V000008016,28/11/15,C0009,B018IZ0SWI,2.0,774.36
V000008017,28/11/15,C0001,B016381QZA,3.0,1445.82
V000008018,28/11/15,C0008,B00NQGP42Y,1.0,567.86
V000008019,29/11/15,C0010,B00NQGP42Y,2.0,1135.72
V000008020,29/11/15,C0013,B01KBH547A,3.0,725.61
V000008021,29/11/15,C0014,B00NQGP42Y,1.0,567.86
V000008022,29/11/15,C0016,B00NQGP42Y,1.0,567.86
V000008023,29/11/15,C0017,B00J0O5J4Y,3.0,1206.72
V000008024,29/11/15,C0015,B00K15Q2B0,19.0,9841.240000000002
V000008025,29/11/15,C0018,B00F3J4B5S,1.0,412.28
V000008026,29/11/15,C0020,B018IZ0SWI,2.0,774.36
V000008027,29/11/15,C0023,B00F3J4B5S,3.0,1236.84
V000008028,29/11/15,C0025,B016381QZA,3.0,1445.82
V000008029,29/11/15,C0026,B01KBH547A,10.0,2418.7
V000008030,29/11/15,C0027,B00NQGP42Y,2.0,1135.72
V000008031,29/11/15,C0028,B00K15Q2B0,1.0,517.96
V000008032,29/11/15,C0029,B015YCRYZM,2.0,962.22
V000008033,29/11/15,C0030,B00F3J4B5S,2.0,824.56
V000008034,29/11/15,C0022,B01KBH547A,2.0,483.74
V000008035,29/11/15,C0021,B016381QZA,3.0,1445.82
V000008036,29/11/15,C0031,B00F3J4B5S,3.0,1236.84
V000008037,29/11/15,C0032,B00NQGP42Y,2.0,1135.72
V000008038,29/11/15,C0033,B015YCRYZM,3.0,1443.33
V000008039,29/11/15,C0034,B01EYT1URO,2.0,627.38
V000008040,29/11/15,C0035,B018IZ0SWI,2.0,774.36
V000008041,29/11/15,C0036,B016381QZA,2.0,963.88
V000008042,29/11/15,C0037,B018IZ0SWI,3.0,1161.54
V000008043,29/11/15,C0038,B00F3J4B5S,10.0,4122.799999999999
V000008044,29/11/15,C0039,B016381QZA,1.0,481.94
V000008045,29/11/15,C0040,B00K15Q2B0,2.0,1035.92
V000008046,29/11/15,C0041,B01LQV1YHO,1.0,388.14
V000008047,29/11/15,C0042,B018IZ0SWI,20.0,7743.6
V000008048,29/11/15,C0043,B015YCRYZM,1.0,481.11
V000008049,29/11/15,C0044,B015YCRYZM,3.0,1443.33
V000008050,29/11/15,C0045,B018IZ0SWI,2.0,774.36
V000008051,29/11/15,C0046,B00J0O5J4Y,3.0,1206.72
V000008052,29/11/15,C0047,B00J0O5J4Y,18.0,7240.32
V000008053,29/11/15,C0048,B01DZJFWNC,2.0,477.24
V000008054,29/11/15,C0049,B01KBH547A,2.0,483.74
V000008055,29/11/15,C0050,B015YCRYZM,2.0,962.22
V000008056,29/11/15,C0051,B018IZ0SWI,2.0,774.36
V000008057,29/11/15,C0052,B01KBH547A,2.0,483.74
V000008058,29/11/15,C0053,B018IZ0SWI,3.0,1161.54
V000008059,29/11/15,C0054,B01KBH547A,3.0,725.61
V000008060,29/11/15,C0055,B018IZ0SWI,2.0,774.36
V000008061,29/11/15,C0056,B016381QZA,3.0,1445.82
V000008062,29/11/15,C0057,B01DZJFWNC,1.0,238.62
V000008063,29/11/15,C0058,B01EYT1URO,3.0,941.0699999999999
V000008064,29/11/15,C0059,B00J0O5J4Y,3.0,1206.72
V000008065,29/11/15,C0060,B018IZ0SWI,1.0,387.18
V000008066,29/11/15,C0061,B00F3J4B5S,2.0,824.56
V000008067,29/11/15,C0062,B01LQV1YHO,1.0,388.14
V000008068,29/11/15,C0063,B00K15Q2B0,2.0,1035.92
V000008069,29/11/15,C0064,B018IZ0SWI,2.0,774.36
V000008070,29/11/15,C0065,B00J0O5J4Y,2.0,804.48
V000008071,29/11/15,C0066,B018IZ0SWI,1.0,387.18
V000008072,29/11/15,C0067,B00K15Q2B0,3.0,1553.88
V000008073,29/11/15,C0068,B018IZ0SWI,2.0,774.36
V000008074,30/11/15,C0069,B00K15Q2B0,3.0,1553.88
V000008075,30/11/15,C0070,B00F3J4B5S,2.0,824.56
V000008076,30/11/15,C0002,B00F3J4B5S,17.0,7008.759999999999
V000008077,30/11/15,C0012,B01LQV1YHO,2.0,776.28
V000008078,30/11/15,C0011,B01KBH547A,15.0,3628.05
V000008079,30/11/15,C0003,B016B7INC2,22.0,5363.16
V000008080,30/11/15,C0019,B00F3J4B5S,1.0,412.28
V000008081,30/11/15,C0004,B016B7INC2,12.0,2925.36
V000008082,30/11/15,C0024,B016381QZA,1.0,481.94
V000008083,30/11/15,C0007,B00NQGP42Y,2.0,1135.72
V000008084,30/11/15,C0005,B00NQGP42Y,3.0,1703.58
V000008085,30/11/15,C0000,B00F3J4B5S,4.0,1649.12
V000008086,30/11/15,C0001,B00F3J4B5S,2.0,824.56
V000008087,30/11/15,C0002,B018IZ0SWI,2.0,774.36
V000008088,30/11/15,C0003,B00F3J4B5S,1.0,412.28
V000008089,30/11/15,C0004,B016B7INC2,11.0,2681.58
V000008090,30/11/15,C0005,B01LQV1YHO,2.0,776.28
V000008091,30/11/15,C0006,B00NQGP42Y,1.0,567.86
V000008092,30/11/15,C0007,B016B7INC2,1.0,243.78
V000008093,30/11/15,C0008,B018IZ0SWI,1.0,387.18
V000008094,30/11/15,C0009,B00F3J4B5S,2.0,824.56
V000008095,30/11/15,C0010,B00NQGP42Y,2.0,1135.72
V000008096,30/11/15,C0011,B00K15Q2B0,2.0,1035.92
V000008097,30/11/15,C0012,B00J0O5J4Y,1.0,402.24
V000008098,30/11/15,C0013,B018IZ0SWI,3.0,1161.54
V000008099,30/11/15,C0014,B01KBH547A,2.0,483.74
V000008100,30/11/15,C0015,B00K15Q2B0,3.0,1553.88
V000008101,30/11/15,C0016,B01DZJFWNC,3.0,715.86
V000008102,30/11/15,C0017,B01DZJFWNC,3.0,715.86
V000008103,30/11/15,C0018,B01KBH547A,2.0,483.74
V000008104,30/11/15,C0019,B00J0O5J4Y,2.0,804.48
V000008105,30/11/15,C0020,B00NQGP42Y,1.0,567.86
V000008106,30/11/15,C0021,B00F3J4B5S,2.0,824.56
V000008107,30/11/15,C0022,B00F3J4B5S,3.0,1236.84
V000008108,30/11/15,C0023,B01EYT1URO,3.0,941.0699999999999
V000008109,30/11/15,C0024,B01KBH547A,2.0,483.74
V000008110,30/11/15,C0025,B01KBH547A,3.0,725.61
V000008111,30/11/15,C0026,B00K15Q2B0,3.0,1553.88
V000008112,30/11/15,C0027,B01KBH547A,3.0,725.61
V000008113,30/11/15,C0028,B016381QZA,21.0,10120.74
V000008114,30/11/15,C0029,B00K15Q2B0,3.0,1553.88
V000008115,30/11/15,C0030,B00NQGP42Y,2.0,1135.72
V000008116,30/11/15,C0031,B00NQGP42Y,3.0,1703.58
V000008117,30/11/15,C0032,B018IZ0SWI,3.0,1161.54
V000008118,30/11/15,C0033,B018IZ0SWI,2.0,774.36
V000008119,30/11/15,C0034,B00NQGP42Y,3.0,1703.58
V000008120,30/11/15,C0035,B00K15Q2B0,2.0,1035.92
V000008121,30/11/15,C0036,B01KBH547A,3.0,725.61
V000008122,30/11/15,C0037,B01KBH547A,2.0,483.74
V000008123,30/11/15,C0038,B01EYT1URO,3.0,941.0699999999999
V000008124,30/11/15,C0039,B01DZJFWNC,1.0,238.62
V000008125,30/11/15,C0040,B00F3J4B5S,2.0,824.56
V000008126,30/11/15,C0041,B00NQGP42Y,2.0,1135.72
V000008127,30/11/15,C0042,B00NQGP42Y,2.0,1135.72
V000008128,30/11/15,C0043,B016B7INC2,3.0,731.34
V000008129,30/11/15,C0044,B00NQGP42Y,3.0,1703.58
V000008130,30/11/15,C0045,B00F3J4B5S,23.0,9482.439999999999
V000008131,1/12/15,C0046,B00F3J4B5S,2.0,824.56
V000008132,1/12/15,C0047,B01KBH547A,2.0,483.74
V000008133,1/12/15,C0048,B018IZ0SWI,1.0,387.18
V000008134,1/12/15,C0049,B00F3J4B5S,3.0,1236.84
V000008135,1/12/15,C0050,B018IZ0SWI,1.0,387.18
V000008136,1/12/15,C0051,B01KBH547A,2.0,483.74
V000008137,1/12/15,C0052,B01LQV1YHO,3.0,1164.42
V000008138,1/12/15,C0053,B018IZ0SWI,3.0,1161.54
V000008139,1/12/15,C0054,B01DZJFWNC,1.0,238.62
V000008140,1/12/15,C0055,B00K15Q2B0,2.0,1035.92
V000008141,1/12/15,C0056,B01DZJFWNC,3.0,715.86
V000008142,1/12/15,C0057,B01DZJFWNC,1.0,238.62
V000008143,1/12/15,C0058,B018IZ0SWI,3.0,1161.54
V000008144,1/12/15,C0059,B00NQGP42Y,3.0,1703.58
V000008145,1/12/15,C0060,B01EYT1URO,4.0,1254.76
V000008146,1/12/15,C0061,B01KBH547A,3.0,725.61
V000008147,1/12/15,C0062,B01DZJFWNC,4.0,954.48
V000008148,1/12/15,C0063,B01KBH547A,3.0,725.61
V000008149,1/12/15,C0064,B018IZ0SWI,1.0,387.18
V000008150,1/12/15,C0065,B01LQV1YHO,1.0,388.14
V000008151,1/12/15,C0066,B00NQGP42Y,2.0,1135.72
V000008152,1/12/15,C0067,B018IZ0SWI,3.0,1161.54
V000008153,1/12/15,C0068,B00F3J4B5S,1.0,412.28
V000008154,1/12/15,C0069,B01LQV1YHO,1.0,388.14
V000008155,1/12/15,C0070,B00K15Q2B0,2.0,1035.92
V000008156,1/12/15,C0002,B00K15Q2B0,2.0,1035.92
V000008157,1/12/15,C0012,B01KBH547A,2.0,483.74
V000008158,1/12/15,C0011,B01DZJFWNC,2.0,477.24
V000008159,1/12/15,C0003,B016381QZA,2.0,963.88
V000008160,1/12/15,C0019,B016B7INC2,4.0,975.12
V000008161,1/12/15,C0004,B01KBH547A,1.0,241.87
V000008162,1/12/15,C0024,B00NQGP42Y,1.0,567.86
V000008163,1/12/15,C0007,B01KBH547A,1.0,241.87
V000008164,1/12/15,C0005,B018IZ0SWI,2.0,774.36
V000008165,1/12/15,C0006,B01KBH547A,11.0,2660.57
V000008166,1/12/15,C0009,B018IZ0SWI,2.0,774.36
V000008167,1/12/15,C0001,B018IZ0SWI,3.0,1161.54
V000008168,1/12/15,C0008,B00K15Q2B0,1.0,517.96
V000008169,1/12/15,C0010,B00F3J4B5S,1.0,412.28
V000008170,1/12/15,C0013,B00F3J4B5S,3.0,1236.84
V000008171,1/12/15,C0014,B00K15Q2B0,3.0,1553.88
V000008172,1/12/15,C0016,B01KBH547A,3.0,725.61
V000008173,1/12/15,C0017,B01EYT1URO,1.0,313.69
V000008174,1/12/15,C0015,B01LQV1YHO,3.0,1164.42
V000008175,1/12/15,C0018,B018IZ0SWI,2.0,774.36
V000008176,1/12/15,C0020,B00F3J4B5S,2.0,824.56
V000008177,1/12/15,C0023,B018IZ0SWI,3.0,1161.54
V000008178,1/12/15,C0025,B00K15Q2B0,3.0,1553.88
V000008179,1/12/15,C0026,B00NQGP42Y,2.0,1135.72
V000008180,1/12/15,C0027,B018IZ0SWI,2.0,774.36
V000008181,1/12/15,C0028,B018IZ0SWI,3.0,1161.54
V000008182,1/12/15,C0029,B01KBH547A,8.0,1934.96
V000008183,2/12/15,C0030,B01KBH547A,4.0,967.48
V000008184,2/12/15,C0022,B00F3J4B5S,2.0,824.56
V000008185,2/12/15,C0021,B01KBH547A,3.0,725.61
V000008186,2/12/15,C0031,B01EYT1URO,23.0,7214.87
V000008187,2/12/15,C0032,B015YCRYZM,3.0,1443.33
V000008188,2/12/15,C0033,B01KBH547A,2.0,483.74
V000008189,2/12/15,C0034,B00K15Q2B0,3.0,1553.88
V000008190,2/12/15,C0035,B00F3J4B5S,2.0,824.56
V000008191,2/12/15,C0036,B016381QZA,3.0,1445.82
V000008192,2/12/15,C0037,B00F3J4B5S,2.0,824.56
V000008193,2/12/15,C0038,B018IZ0SWI,3.0,1161.54
V000008194,2/12/15,C0039,B01KBH547A,2.0,483.74
V000008195,2/12/15,C0040,B00NQGP42Y,2.0,1135.72
V000008196,2/12/15,C0041,B01LQV1YHO,2.0,776.28
V000008197,2/12/15,C0042,B016381QZA,2.0,963.88
V000008198,2/12/15,C0043,B01EYT1URO,3.0,941.0699999999999
V000008199,2/12/15,C0044,B016381QZA,4.0,1927.76
V000008200,2/12/15,C0045,B00K15Q2B0,2.0,1035.92
V000008201,2/12/15,C0046,B00J0O5J4Y,4.0,1608.96
V000008202,2/12/15,C0047,B00NQGP42Y,3.0,1703.58
V000008203,2/12/15,C0048,B018IZ0SWI,4.0,1548.72
V000008204,2/12/15,C0049,B018IZ0SWI,3.0,1161.54
V000008205,2/12/15,C0050,B01LQV1YHO,2.0,776.28
V000008206,2/12/15,C0051,B00NQGP42Y,2.0,1135.72
V000008207,2/12/15,C0052,B00K15Q2B0,1.0,517.96
V000008208,2/12/15,C0053,B01EYT1URO,2.0,627.38
V000008209,2/12/15,C0054,B00F3J4B5S,3.0,1236.84
V000008210,2/12/15,C0055,B01KBH547A,17.0,4111.79
V000008211,2/12/15,C0056,B018IZ0SWI,1.0,387.18
V000008212,2/12/15,C0057,B018IZ0SWI,1.0,387.18
V000008213,2/12/15,C0058,B00K15Q2B0,3.0,1553.88
V000008214,2/12/15,C0059,B00F3J4B5S,1.0,412.28
V000008215,2/12/15,C0060,B018IZ0SWI,25.0,9679.5
V000008216,2/12/15,C0061,B00NQGP42Y,2.0,1135.72
V000008217,2/12/15,C0062,B01LQV1YHO,3.0,1164.42
V000008218,2/12/15,C0063,B018IZ0SWI,1.0,387.18
V000008219,2/12/15,C0064,B016381QZA,1.0,481.94
V000008220,2/12/15,C0065,B00K15Q2B0,2.0,1035.92
V000008221,2/12/15,C0066,B00K15Q2B0,2.0,1035.92
V000008222,2/12/15,C0067,B018IZ0SWI,2.0,774.36
V000008223,2/12/15,C0068,B01KBH547A,3.0,725.61
V000008224,2/12/15,C0069,B01EYT1URO,2.0,627.38
V000008225,2/12/15,C0070,B016B7INC2,2.0,487.56
V000008226,2/12/15,C0002,B00NQGP42Y,3.0,1703.58
V000008227,2/12/15,C0012,B01EYT1URO,13.0,4077.97
V000008228,2/12/15,C0011,B016381QZA,1.0,481.94
V000008229,2/12/15,C0003,B01KBH547A,3.0,725.61
V000008230,2/12/15,C0019,B01DZJFWNC,3.0,715.86
V000008231,2/12/15,C0004,B01KBH547A,1.0,241.87
V000008232,2/12/15,C0024,B00NQGP42Y,3.0,1703.58
V000008233,2/12/15,C0007,B00J0O5J4Y,3.0,1206.72
V000008234,2/12/15,C0005,B018IZ0SWI,2.0,774.36
