código_venta,fecha,códigocliente,códigoproducto,unidades_predichas,preciototal
V000080991,2025-08-08,C0021,B018IZ0SWI,12,4646.16
V000080992,2025-08-08,C0023,B018IZ0SWI,2,774.36
V000080993,2025-08-08,C0040,B015YCRYZM,2,962.22
V000080994,2025-08-08,C0028,B018IZ0SWI,6,2323.08
V000080995,2025-08-08,C0032,B00NQGP42Y,7,3975.02
V000080996,2025-08-08,C0062,B00NQGP42Y,3,1703.58
V000080997,2025-08-09,C0031,B01KBH547A,4,967.48
V000080998,2025-08-09,C0023,B00NQGP42Y,1,567.86
V000080999,2025-08-09,C0013,B00K15Q2B0,2,1035.92
V000081000,2025-08-09,C0033,B016381QZA,2,963.88
V000081001,2025-08-09,C0060,B016381QZA,2,963.88
V000081002,2025-08-09,C0059,B018IZ0SWI,2,774.36
V000081003,2025-08-09,C0001,B00NQGP42Y,3,1703.58
V000081004,2025-08-09,C0040,B00K15Q2B0,4,2071.84
V000081005,2025-08-09,C0002,B00K15Q2B0,1,517.96
V000081006,2025-08-10,C0068,B01KBH547A,7,1693.0900000000001
V000081007,2025-08-10,C0001,B00K15Q2B0,1,517.96
V000081008,2025-08-10,C0058,B016B7INC2,3,731.34
V000081009,2025-08-10,C0038,B00K15Q2B0,5,2589.8
V000081010,2025-08-11,C0026,B018IZ0SWI,3,1161.54
V000081011,2025-08-11,C0048,B00NQGP42Y,5,2839.3
V000081012,2025-08-11,C0049,B00NQGP42Y,5,2839.3
V000081013,2025-08-11,C0027,B01DZJFWNC,1,238.62
V000081014,2025-08-11,C0002,B00NQGP42Y,6,3407.16
V000081015,2025-08-11,C0062,B01EYT1URO,1,313.69
V000081016,2025-08-11,C0025,B018IZ0SWI,3,1161.54
V000081017,2025-08-11,C0034,B00K15Q2B0,4,2071.84
V000081018,2025-08-11,C0052,B00K15Q2B0,3,1553.88
V000081019,2025-08-12,C0041,B00NQGP42Y,3,1703.58
V000081020,2025-08-12,C0015,B016381QZA,4,1927.76
V000081021,2025-08-12,C0040,B018IZ0SWI,5,1935.9
V000081022,2025-08-13,C0030,B018IZ0SWI,2,774.36
V000081023,2025-08-13,C0010,B00F3J4B5S,4,1649.12
V000081024,2025-08-13,C0012,B00K15Q2B0,5,2589.8
V000081025,2025-08-13,C0057,B016381QZA,3,1445.82
V000081026,2025-08-13,C0003,B00NQGP42Y,4,2271.44
V000081027,2025-08-14,C0012,B016381QZA,5,2409.7
V000081028,2025-08-14,C0040,B00F3J4B5S,4,1649.12
V000081029,2025-08-14,C0001,B01EYT1URO,1,313.69
V000081030,2025-08-14,C0052,B018IZ0SWI,1,387.18
V000081031,2025-08-14,C0043,B018IZ0SWI,6,2323.08
V000081032,2025-08-14,C0061,B01KBH547A,7,1693.0900000000001
V000081033,2025-08-14,C0013,B016381QZA,1,481.94
V000081034,2025-08-15,C0024,B018IZ0SWI,3,1161.54
V000081035,2025-08-15,C0069,B01EYT1URO,2,627.38
V000081036,2025-08-15,C0064,B01KBH547A,3,725.61
V000081037,2025-08-15,C0017,B01KBH547A,1,241.87
V000081038,2025-08-15,C0025,B01KBH547A,1,241.87
V000081039,2025-08-15,C0022,B01KBH547A,6,1451.22
V000081040,2025-08-15,C0054,B018IZ0SWI,3,1161.54
V000081041,2025-08-15,C0042,B01KBH547A,6,1451.22
V000081042,2025-08-15,C0004,B01EYT1URO,1,313.69
V000081043,2025-08-15,C0046,B00F3J4B5S,6,2473.68
V000081044,2025-08-15,C0037,B00J0O5J4Y,1,402.24
V000081045,2025-08-16,C0065,B01DZJFWNC,3,715.86
V000081046,2025-08-16,C0042,B018IZ0SWI,6,2323.08
V000081047,2025-08-16,C0053,B01KBH547A,4,967.48
V000081048,2025-08-16,C0006,B00NQGP42Y,11,6246.46
V000081049,2025-08-16,C0027,B01KBH547A,4,967.48
V000081050,2025-08-17,C0052,B01KBH547A,2,483.74
V000081051,2025-08-17,C0010,B01LQV1YHO,5,1940.6999999999998
V000081052,2025-08-17,C0005,B018IZ0SWI,2,774.36
V000081053,2025-08-17,C0030,B01KBH547A,4,967.48
V000081054,2025-08-17,C0012,B00J0O5J4Y,5,2011.2
V000081055,2025-08-17,C0012,B015YCRYZM,5,2405.55
V000081056,2025-08-18,C0062,B01LQV1YHO,3,1164.42
V000081057,2025-08-18,C0008,B01KBH547A,1,241.87
V000081058,2025-08-18,C0065,B01KBH547A,2,483.74
V000081059,2025-08-18,C0017,B00K15Q2B0,5,2589.8
V000081060,2025-08-18,C0049,B018IZ0SWI,2,774.36
V000081061,2025-08-19,C0055,B018IZ0SWI,1,387.18
V000081062,2025-08-19,C0033,B01LQV1YHO,6,2328.84
V000081063,2025-08-19,C0058,B01DZJFWNC,5,1193.1
V000081064,2025-08-19,C0007,B00K15Q2B0,1,517.96
V000081065,2025-08-20,C0029,B00K15Q2B0,3,1553.88
V000081066,2025-08-20,C0009,B018IZ0SWI,5,1935.9
V000081067,2025-08-21,C0033,B00NQGP42Y,1,567.86
V000081068,2025-08-21,C0051,B01LQV1YHO,1,388.14
V000081069,2025-08-21,C0018,B016381QZA,4,1927.76
V000081070,2025-08-21,C0050,B00K15Q2B0,1,517.96
V000081071,2025-08-21,C0002,B01KBH547A,2,483.74
V000081072,2025-08-21,C0030,B00F3J4B5S,1,412.28
V000081073,2025-08-21,C0029,B01KBH547A,3,725.61
V000081074,2025-08-22,C0014,B01EYT1URO,4,1254.76
V000081075,2025-08-22,C0050,B00F3J4B5S,3,1236.84
V000081076,2025-08-22,C0045,B01EYT1URO,8,2509.52
V000081077,2025-08-22,C0012,B01KBH547A,1,241.87
V000081078,2025-08-22,C0031,B00F3J4B5S,1,412.28
V000081079,2025-08-22,C0064,B00F3J4B5S,5,2061.3999999999996
V000081080,2025-08-22,C0018,B01LQV1YHO,1,388.14
V000081081,2025-08-23,C0047,B00F3J4B5S,1,412.28
V000081082,2025-08-23,C0047,B01LQV1YHO,2,776.28
V000081083,2025-08-23,C0046,B018IZ0SWI,8,3097.44
V000081084,2025-08-23,C0019,B00NQGP42Y,5,2839.3
V000081085,2025-08-23,C0055,B00K15Q2B0,1,517.96
V000081086,2025-08-23,C0021,B01LQV1YHO,4,1552.56
V000081087,2025-08-23,C0025,B00K15Q2B0,3,1553.88
V000081088,2025-08-23,C0042,B01DZJFWNC,1,238.62
V000081089,2025-08-24,C0021,B01EYT1URO,2,627.38
V000081090,2025-08-24,C0058,B01KBH547A,1,241.87
V000081091,2025-08-24,C0009,B016B7INC2,3,731.34
V000081092,2025-08-24,C0015,B01EYT1URO,3,941.0699999999999
V000081093,2025-08-24,C0001,B016381QZA,3,1445.82
V000081094,2025-08-24,C0051,B00K15Q2B0,4,2071.84
V000081095,2025-08-24,C0016,B018IZ0SWI,1,387.18
V000081096,2025-08-24,C0060,B00F3J4B5S,3,1236.84
V000081097,2025-08-25,C0070,B00K15Q2B0,3,1553.88
V000081098,2025-08-25,C0044,B01DZJFWNC,1,238.62
V000081099,2025-08-26,C0031,B018IZ0SWI,6,2323.08
V000081100,2025-08-26,C0015,B018IZ0SWI,10,3871.8
V000081101,2025-08-26,C0008,B00F3J4B5S,1,412.28
V000081102,2025-08-26,C0040,B01KBH547A,3,725.61
V000081103,2025-08-26,C0034,B01LQV1YHO,1,388.14
V000081104,2025-08-26,C0028,B00K15Q2B0,1,517.96
V000081105,2025-08-27,C0044,B00K15Q2B0,2,1035.92
V000081106,2025-08-27,C0019,B018IZ0SWI,1,387.18
V000081107,2025-08-27,C0045,B00K15Q2B0,1,517.96
V000081108,2025-08-27,C0056,B018IZ0SWI,2,774.36
V000081109,2025-08-27,C0059,B00F3J4B5S,2,824.56
V000081110,2025-08-28,C0041,B018IZ0SWI,2,774.36
V000081111,2025-08-28,C0050,B01LQV1YHO,9,3493.2599999999998
V000081112,2025-08-28,C0039,B01KBH547A,5,1209.35
V000081113,2025-08-28,C0042,B01LQV1YHO,5,1940.6999999999998
V000081114,2025-09-01,C0070,B00K15Q2B0,2,1035.92
V000081115,2025-09-01,C0027,B01LQV1YHO,2,776.28
V000081116,2025-09-01,C0066,B00NQGP42Y,5,2839.3
V000081117,2025-09-01,C0038,B018IZ0SWI,6,2323.08
V000081118,2025-09-01,C0031,B018IZ0SWI,3,1161.54
V000081119,2025-09-01,C0012,B01DZJFWNC,1,238.62
V000081120,2025-09-01,C0019,B016381QZA,2,963.88
V000081121,2025-09-02,C0017,B00NQGP42Y,2,1135.72
V000081122,2025-09-02,C0067,B00F3J4B5S,8,3298.24
V000081123,2025-09-02,C0025,B015YCRYZM,1,481.11
V000081124,2025-09-02,C0030,B01KBH547A,3,725.61
V000081125,2025-09-02,C0006,B016381QZA,11,5301.34
V000081126,2025-09-02,C0033,B01EYT1URO,2,627.38
V000081127,2025-09-02,C0069,B018IZ0SWI,11,4258.9800000000005
V000081128,2025-09-03,C0036,B018IZ0SWI,1,387.18
V000081129,2025-09-03,C0013,B00K15Q2B0,4,2071.84
V000081130,2025-09-03,C0017,B00F3J4B5S,10,4122.799999999999
V000081131,2025-09-04,C0049,B018IZ0SWI,1,387.18
V000081132,2025-09-04,C0047,B00NQGP42Y,3,1703.58
V000081133,2025-09-04,C0041,B00F3J4B5S,1,412.28
V000081134,2025-09-04,C0019,B00F3J4B5S,6,2473.68
V000081135,2025-09-04,C0019,B00K15Q2B0,4,2071.84
V000081136,2025-09-05,C0049,B00F3J4B5S,3,1236.84
V000081137,2025-09-05,C0002,B00F3J4B5S,3,1236.84
V000081138,2025-09-05,C0049,B00K15Q2B0,8,4143.68
V000081139,2025-09-05,C0056,B018IZ0SWI,1,387.18
V000081140,2025-09-05,C0014,B01DZJFWNC,1,238.62
V000081141,2025-09-06,C0026,B00K15Q2B0,4,2071.84
V000081142,2025-09-06,C0059,B01KBH547A,6,1451.22
V000081143,2025-09-06,C0062,B018IZ0SWI,5,1935.9
V000081144,2025-09-06,C0001,B018IZ0SWI,10,3871.8
V000081145,2025-09-06,C0059,B01EYT1URO,1,313.69
V000081146,2025-09-07,C0007,B018IZ0SWI,3,1161.54
V000081147,2025-09-07,C0049,B01LQV1YHO,4,1552.56
V000081148,2025-09-07,C0033,B01KBH547A,5,1209.35
V000081149,2025-09-07,C0005,B01KBH547A,8,1934.96
V000081150,2025-09-07,C0040,B01EYT1URO,1,313.69
V000081151,2025-09-07,C0054,B00K15Q2B0,1,517.96
V000081152,2025-09-08,C0038,B00F3J4B5S,3,1236.84
V000081153,2025-09-08,C0067,B016381QZA,1,481.94
V000081154,2025-09-08,C0023,B00NQGP42Y,4,2271.44
V000081155,2025-09-08,C0044,B00NQGP42Y,3,1703.58
V000081156,2025-09-08,C0034,B00NQGP42Y,2,1135.72
V000081157,2025-09-08,C0058,B00F3J4B5S,2,824.56
V000081158,2025-09-09,C0048,B00NQGP42Y,2,1135.72
V000081159,2025-09-09,C0067,B01DZJFWNC,2,477.24
V000081160,2025-09-09,C0052,B00F3J4B5S,5,2061.3999999999996
V000081161,2025-09-10,C0031,B01KBH547A,1,241.87
V000081162,2025-09-10,C0004,B01KBH547A,1,241.87
V000081163,2025-09-10,C0060,B01KBH547A,9,2176.83
V000081164,2025-09-10,C0038,B00K15Q2B0,3,1553.88
V000081165,2025-09-10,C0066,B00K15Q2B0,3,1553.88
V000081166,2025-09-10,C0061,B00K15Q2B0,8,4143.68
V000081167,2025-09-10,C0015,B01LQV1YHO,4,1552.56
V000081168,2025-09-10,C0045,B01DZJFWNC,1,238.62
V000081169,2025-09-10,C0060,B00F3J4B5S,4,1649.12
V000081170,2025-09-11,C0014,B01KBH547A,1,241.87
V000081171,2025-09-11,C0009,B00NQGP42Y,2,1135.72
V000081172,2025-09-11,C0037,B00K15Q2B0,5,2589.8
V000081173,2025-09-11,C0024,B018IZ0SWI,4,1548.72
V000081174,2025-09-11,C0030,B00K15Q2B0,1,517.96
V000081175,2025-09-11,C0035,B018IZ0SWI,6,2323.08
V000081176,2025-09-11,C0062,B00F3J4B5S,1,412.28
V000081177,2025-09-11,C0054,B00F3J4B5S,4,1649.12
V000081178,2025-09-12,C0027,B018IZ0SWI,1,387.18
V000081179,2025-09-12,C0050,B016B7INC2,4,975.12
V000081180,2025-09-12,C0020,B018IZ0SWI,2,774.36
V000081181,2025-09-12,C0028,B01KBH547A,5,1209.35
V000081182,2025-09-13,C0021,B01EYT1URO,3,941.0699999999999
V000081183,2025-09-13,C0023,B016381QZA,3,1445.82
V000081184,2025-09-13,C0013,B00F3J4B5S,10,4122.799999999999
V000081185,2025-09-13,C0024,B00K15Q2B0,2,1035.92
V000081186,2025-09-13,C0032,B018IZ0SWI,7,2710.26
V000081187,2025-09-13,C0009,B01KBH547A,4,967.48
V000081188,2025-09-13,C0036,B01KBH547A,2,483.74
V000081189,2025-09-13,C0058,B00NQGP42Y,3,1703.58
V000081190,2025-09-14,C0044,B01KBH547A,6,1451.22
V000081191,2025-09-14,C0029,B00NQGP42Y,1,567.86
V000081192,2025-09-14,C0026,B00F3J4B5S,4,1649.12
V000081193,2025-09-14,C0005,B00K15Q2B0,5,2589.8
V000081194,2025-09-14,C0053,B018IZ0SWI,1,387.18
V000081195,2025-09-14,C0055,B018IZ0SWI,5,1935.9
V000081196,2025-09-14,C0014,B00F3J4B5S,8,3298.24
V000081197,2025-09-14,C0018,B00F3J4B5S,2,824.56
V000081198,2025-09-14,C0003,B00K15Q2B0,13,6733.4800000000005
V000081199,2025-09-15,C0046,B01EYT1URO,3,941.0699999999999
V000081200,2025-09-15,C0044,B01EYT1URO,4,1254.76
V000081201,2025-09-15,C0009,B018IZ0SWI,8,3097.44
V000081202,2025-09-15,C0039,B00NQGP42Y,1,567.86
V000081203,2025-09-15,C0059,B01DZJFWNC,4,954.48
V000081204,2025-09-15,C0027,B00F3J4B5S,3,1236.84
V000081205,2025-09-15,C0062,B01LQV1YHO,10,3881.3999999999996
V000081206,2025-09-15,C0034,B018IZ0SWI,1,387.18
V000081207,2025-09-16,C0057,B01KBH547A,3,725.61
V000081208,2025-09-16,C0006,B018IZ0SWI,1,387.18
V000081209,2025-09-16,C0021,B00K15Q2B0,1,517.96
V000081210,2025-09-16,C0031,B00K15Q2B0,5,2589.8
V000081211,2025-09-16,C0002,B018IZ0SWI,3,1161.54
V000081212,2025-09-16,C0010,B00K15Q2B0,2,1035.92
V000081213,2025-09-16,C0035,B01KBH547A,7,1693.0900000000001
V000081214,2025-09-16,C0044,B01LQV1YHO,4,1552.56
V000081215,2025-09-16,C0024,B00F3J4B5S,6,2473.68
V000081216,2025-09-16,C0064,B016381QZA,1,481.94
V000081217,2025-09-16,C0047,B00F3J4B5S,5,2061.3999999999996
V000081218,2025-09-16,C0046,B00F3J4B5S,11,4535.08
V000081219,2025-09-16,C0026,B01KBH547A,4,967.48
V000081220,2025-09-17,C0018,B018IZ0SWI,8,3097.44
V000081221,2025-09-17,C0058,B018IZ0SWI,7,2710.26
V000081222,2025-09-17,C0066,B00F3J4B5S,5,2061.3999999999996
V000081223,2025-09-17,C0070,B01LQV1YHO,5,1940.6999999999998
V000081224,2025-09-17,C0013,B018IZ0SWI,5,1935.9
V000081225,2025-09-17,C0070,B018IZ0SWI,4,1548.72
V000081226,2025-09-17,C0018,B00NQGP42Y,1,567.86
V000081227,2025-09-17,C0005,B01DZJFWNC,4,954.48
V000081228,2025-09-17,C0069,B00F3J4B5S,1,412.28
V000081229,2025-09-18,C0033,B018IZ0SWI,2,774.36
V000081230,2025-09-18,C0042,B00F3J4B5S,1,412.28
V000081231,2025-09-18,C0004,B01DZJFWNC,1,238.62
V000081232,2025-09-18,C0030,B00NQGP42Y,6,3407.16
V000081233,2025-09-18,C0042,B01KBH547A,5,1209.35
V000081234,2025-09-18,C0032,B00J0O5J4Y,2,804.48
V000081235,2025-09-18,C0004,B00F3J4B5S,1,412.28
V000081236,2025-09-18,C0035,B00K15Q2B0,2,1035.92
V000081237,2025-09-19,C0035,B00F3J4B5S,4,1649.12
V000081238,2025-09-19,C0042,B00K15Q2B0,3,1553.88
V000081239,2025-09-19,C0032,B00F3J4B5S,5,2061.3999999999996
V000081240,2025-09-19,C0021,B00F3J4B5S,3,1236.84
V000081241,2025-09-19,C0024,B01LQV1YHO,6,2328.84
V000081242,2025-09-19,C0007,B00F3J4B5S,4,1649.12
V000081243,2025-09-19,C0055,B01LQV1YHO,4,1552.56
V000081244,2025-09-19,C0070,B00NQGP42Y,1,567.86
V000081245,2025-09-20,C0015,B00F3J4B5S,2,824.56
V000081246,2025-09-20,C0020,B01KBH547A,1,241.87
V000081247,2025-09-20,C0034,B00K15Q2B0,6,3107.76
V000081248,2025-09-20,C0011,B00NQGP42Y,6,3407.16
V000081249,2025-09-20,C0055,B016381QZA,2,963.88
V000081250,2025-09-20,C0054,B00NQGP42Y,2,1135.72
V000081251,2025-09-20,C0015,B018IZ0SWI,1,387.18
V000081252,2025-09-20,C0008,B01EYT1URO,4,1254.76
V000081253,2025-09-20,C0042,B018IZ0SWI,5,1935.9
V000081254,2025-09-21,C0029,B018IZ0SWI,3,1161.54
V000081255,2025-09-21,C0046,B00J0O5J4Y,2,804.48
V000081256,2025-09-21,C0067,B00NQGP42Y,1,567.86
V000081257,2025-09-21,C0068,B01LQV1YHO,4,1552.56
V000081258,2025-09-21,C0022,B00F3J4B5S,3,1236.84
V000081259,2025-09-22,C0033,B01DZJFWNC,5,1193.1
V000081260,2025-09-22,C0017,B00K15Q2B0,1,517.96
V000081261,2025-09-22,C0061,B01KBH547A,8,1934.96
V000081262,2025-09-22,C0037,B00F3J4B5S,6,2473.68
V000081263,2025-09-22,C0039,B018IZ0SWI,5,1935.9
V000081264,2025-09-22,C0031,B01EYT1URO,5,1568.45
V000081265,2025-09-22,C0060,B016381QZA,4,1927.76
V000081266,2025-09-23,C0067,B00K15Q2B0,14,7251.4400000000005
V000081267,2025-09-23,C0012,B00K15Q2B0,7,3625.7200000000003
V000081268,2025-09-23,C0002,B00NQGP42Y,2,1135.72
V000081269,2025-09-23,C0046,B018IZ0SWI,7,2710.26
V000081270,2025-09-23,C0044,B018IZ0SWI,5,1935.9
V000081271,2025-09-24,C0003,B018IZ0SWI,2,774.36
V000081272,2025-09-24,C0028,B018IZ0SWI,4,1548.72
V000081273,2025-09-24,C0002,B01DZJFWNC,2,477.24
V000081274,2025-09-25,C0015,B01KBH547A,1,241.87
V000081275,2025-09-25,C0056,B00K15Q2B0,9,4661.64
V000081276,2025-09-25,C0045,B00K15Q2B0,6,3107.76
V000081277,2025-09-25,C0060,B018IZ0SWI,4,1548.72
V000081278,2025-09-25,C0048,B01LQV1YHO,5,1940.6999999999998
V000081279,2025-09-25,C0001,B00NQGP42Y,2,1135.72
V000081280,2025-09-25,C0065,B00F3J4B5S,3,1236.84
V000081281,2025-09-26,C0058,B00K15Q2B0,3,1553.88
V000081282,2025-09-26,C0058,B01KBH547A,2,483.74
V000081283,2025-09-26,C0059,B00F3J4B5S,9,3710.5199999999995
V000081284,2025-09-26,C0059,B018IZ0SWI,6,2323.08
V000081285,2025-09-26,C0039,B01KBH547A,4,967.48
V000081286,2025-09-26,C0049,B00NQGP42Y,2,1135.72
V000081287,2025-09-26,C0012,B00F3J4B5S,1,412.28
V000081288,2025-09-26,C0068,B00NQGP42Y,4,2271.44
V000081289,2025-09-26,C0050,B018IZ0SWI,7,2710.26
V000081290,2025-09-26,C0055,B01DZJFWNC,2,477.24
V000081291,2025-09-26,C0053,B00F3J4B5S,7,2885.96
V000081292,2025-09-27,C0042,B00NQGP42Y,3,1703.58
V000081293,2025-09-27,C0048,B01DZJFWNC,3,715.86
V000081294,2025-09-27,C0051,B015YCRYZM,2,962.22
V000081295,2025-09-27,C0064,B01EYT1URO,4,1254.76
V000081296,2025-09-27,C0032,B015YCRYZM,1,481.11
V000081297,2025-09-27,C0057,B00F3J4B5S,5,2061.3999999999996
V000081298,2025-09-27,C0013,B00J0O5J4Y,6,2413.44
V000081299,2025-09-28,C0063,B00K15Q2B0,1,517.96
V000081300,2025-09-28,C0052,B01LQV1YHO,3,1164.42
V000081301,2025-09-28,C0011,B016381QZA,5,2409.7
V000081302,2025-09-28,C0043,B018IZ0SWI,1,387.18
V000081303,2025-09-28,C0046,B00K15Q2B0,4,2071.84
V000081304,2025-09-28,C0026,B00NQGP42Y,5,2839.3
V000081305,2025-10-01,C0059,B00NQGP42Y,8,4542.88
V000081306,2025-10-01,C0055,B00K15Q2B0,4,2071.84
V000081307,2025-10-01,C0064,B01LQV1YHO,3,1164.42
V000081308,2025-10-01,C0008,B018IZ0SWI,9,3484.62
V000081309,2025-10-01,C0024,B00K15Q2B0,3,1553.88
V000081310,2025-10-01,C0012,B00F3J4B5S,1,412.28
V000081311,2025-10-01,C0064,B01KBH547A,4,967.48
V000081312,2025-10-01,C0018,B018IZ0SWI,3,1161.54
V000081313,2025-10-01,C0045,B00F3J4B5S,2,824.56
V000081314,2025-10-01,C0051,B01LQV1YHO,11,4269.54
V000081315,2025-10-02,C0040,B00NQGP42Y,7,3975.02
V000081316,2025-10-02,C0049,B01LQV1YHO,3,1164.42
V000081317,2025-10-02,C0046,B01LQV1YHO,1,388.14
V000081318,2025-10-02,C0018,B01EYT1URO,1,313.69
V000081319,2025-10-02,C0001,B018IZ0SWI,4,1548.72
V000081320,2025-10-03,C0004,B01KBH547A,11,2660.57
V000081321,2025-10-03,C0069,B01EYT1URO,7,2195.83
V000081322,2025-10-03,C0056,B00F3J4B5S,8,3298.24
V000081323,2025-10-03,C0027,B016381QZA,4,1927.76
V000081324,2025-10-03,C0033,B00F3J4B5S,3,1236.84
V000081325,2025-10-03,C0050,B01DZJFWNC,5,1193.1
V000081326,2025-10-03,C0032,B01EYT1URO,2,627.38
V000081327,2025-10-04,C0064,B00J0O5J4Y,4,1608.96
V000081328,2025-10-04,C0063,B016381QZA,5,2409.7
V000081329,2025-10-04,C0035,B018IZ0SWI,9,3484.62
V000081330,2025-10-05,C0002,B00F3J4B5S,12,4947.36
V000081331,2025-10-05,C0013,B00K15Q2B0,2,1035.92
V000081332,2025-10-05,C0053,B01LQV1YHO,2,776.28
V000081333,2025-10-05,C0043,B00NQGP42Y,4,2271.44
V000081334,2025-10-05,C0021,B015YCRYZM,4,1924.44
V000081335,2025-10-05,C0048,B00F3J4B5S,4,1649.12
V000081336,2025-10-05,C0050,B01KBH547A,2,483.74
V000081337,2025-10-05,C0070,B00F3J4B5S,3,1236.84
V000081338,2025-10-05,C0047,B01KBH547A,1,241.87
V000081339,2025-10-07,C0069,B018IZ0SWI,2,774.36
V000081340,2025-10-07,C0031,B01LQV1YHO,3,1164.42
V000081341,2025-10-07,C0003,B00K15Q2B0,1,517.96
V000081342,2025-10-07,C0051,B00K15Q2B0,4,2071.84
V000081343,2025-10-07,C0044,B00NQGP42Y,1,567.86
V000081344,2025-10-07,C0047,B016B7INC2,5,1218.9
V000081345,2025-10-07,C0033,B018IZ0SWI,1,387.18
V000081346,2025-10-07,C0006,B00NQGP42Y,7,3975.02
V000081347,2025-10-07,C0052,B00F3J4B5S,7,2885.96
V000081348,2025-10-07,C0011,B00F3J4B5S,3,1236.84
V000081349,2025-10-07,C0038,B01KBH547A,6,1451.22
V000081350,2025-10-08,C0009,B00NQGP42Y,5,2839.3
V000081351,2025-10-08,C0046,B00NQGP42Y,2,1135.72
V000081352,2025-10-08,C0057,B00F3J4B5S,4,1649.12
V000081353,2025-10-08,C0024,B01KBH547A,6,1451.22
V000081354,2025-10-08,C0011,B00K15Q2B0,12,6215.52
V000081355,2025-10-08,C0063,B018IZ0SWI,2,774.36
V000081356,2025-10-08,C0040,B00K15Q2B0,3,1553.88
V000081357,2025-10-08,C0065,B01LQV1YHO,2,776.28
V000081358,2025-10-09,C0019,B00F3J4B5S,2,824.56
V000081359,2025-10-09,C0053,B00K15Q2B0,4,2071.84
V000081360,2025-10-09,C0020,B00NQGP42Y,1,567.86
V000081361,2025-10-09,C0005,B016381QZA,4,1927.76
V000081362,2025-10-09,C0027,B00K15Q2B0,3,1553.88
V000081363,2025-10-09,C0007,B018IZ0SWI,10,3871.8
V000081364,2025-10-10,C0043,B015YCRYZM,1,481.11
V000081365,2025-10-10,C0065,B00K15Q2B0,2,1035.92
V000081366,2025-10-10,C0012,B01KBH547A,4,967.48
V000081367,2025-10-10,C0045,B00K15Q2B0,1,517.96
V000081368,2025-10-10,C0019,B01KBH547A,4,967.48
V000081369,2025-10-10,C0025,B00F3J4B5S,7,2885.96
V000081370,2025-10-10,C0062,B01LQV1YHO,4,1552.56
V000081371,2025-10-10,C0054,B01EYT1URO,4,1254.76
V000081372,2025-10-10,C0033,B01LQV1YHO,4,1552.56
V000081373,2025-10-11,C0069,B015YCRYZM,1,481.11
V000081374,2025-10-11,C0015,B00F3J4B5S,3,1236.84
V000081375,2025-10-11,C0001,B00K15Q2B0,8,4143.68
V000081376,2025-10-11,C0047,B00F3J4B5S,2,824.56
V000081377,2025-10-11,C0063,B00NQGP42Y,4,2271.44
V000081378,2025-10-11,C0010,B01DZJFWNC,6,1431.72
V000081379,2025-10-11,C0015,B01EYT1URO,2,627.38
V000081380,2025-10-11,C0029,B00K15Q2B0,1,517.96
V000081381,2025-10-11,C0051,B00F3J4B5S,3,1236.84
V000081382,2025-10-12,C0044,B01LQV1YHO,1,388.14
V000081383,2025-10-12,C0005,B00F3J4B5S,12,4947.36
V000081384,2025-10-12,C0066,B01LQV1YHO,1,388.14
V000081385,2025-10-12,C0063,B00K15Q2B0,6,3107.76
V000081386,2025-10-12,C0067,B018IZ0SWI,4,1548.72
V000081387,2025-10-12,C0060,B00NQGP42Y,3,1703.58
V000081388,2025-10-12,C0002,B018IZ0SWI,2,774.36
V000081389,2025-10-12,C0067,B00K15Q2B0,1,517.96
V000081390,2025-10-12,C0056,B01LQV1YHO,4,1552.56
V000081391,2025-10-12,C0054,B018IZ0SWI,3,1161.54
V000081392,2025-10-12,C0019,B00J0O5J4Y,9,3620.16
V000081393,2025-10-12,C0039,B01LQV1YHO,4,1552.56
V000081394,2025-10-13,C0050,B00K15Q2B0,3,1553.88
V000081395,2025-10-13,C0060,B00K15Q2B0,2,1035.92
V000081396,2025-10-13,C0008,B015YCRYZM,4,1924.44
V000081397,2025-10-13,C0015,B00J0O5J4Y,4,1608.96
V000081398,2025-10-13,C0015,B01KBH547A,10,2418.7
V000081399,2025-10-13,C0021,B00NQGP42Y,3,1703.58
V000081400,2025-10-13,C0015,B00K15Q2B0,6,3107.76
V000081401,2025-10-13,C0028,B018IZ0SWI,4,1548.72
V000081402,2025-10-14,C0006,B00J0O5J4Y,1,402.24
V000081403,2025-10-14,C0055,B01EYT1URO,1,313.69
V000081404,2025-10-14,C0059,B01DZJFWNC,3,715.86
V000081405,2025-10-14,C0040,B016381QZA,4,1927.76
V000081406,2025-10-14,C0070,B00K15Q2B0,1,517.96
V000081407,2025-10-14,C0031,B00F3J4B5S,3,1236.84
V000081408,2025-10-14,C0060,B01KBH547A,4,967.48
V000081409,2025-10-14,C0026,B016B7INC2,2,487.56
V000081410,2025-10-14,C0013,B018IZ0SWI,1,387.18
V000081411,2025-10-14,C0007,B01KBH547A,6,1451.22
V000081412,2025-10-15,C0001,B01LQV1YHO,1,388.14
V000081413,2025-10-15,C0026,B01KBH547A,4,967.48
V000081414,2025-10-15,C0026,B00F3J4B5S,6,2473.68
V000081415,2025-10-15,C0033,B00K15Q2B0,6,3107.76
V000081416,2025-10-15,C0052,B01KBH547A,4,967.48
V000081417,2025-10-15,C0003,B00NQGP42Y,10,5678.6
V000081418,2025-10-15,C0027,B01KBH547A,1,241.87
V000081419,2025-10-15,C0039,B016381QZA,1,481.94
V000081420,2025-10-16,C0008,B00K15Q2B0,1,517.96
V000081421,2025-10-16,C0024,B01EYT1URO,1,313.69
